Principal Component 1,Principal Component 2,Position
-241.21752037726247,23.550979405824712,PF
-274.1568055031201,65.15837738901253,SF
-543.1500146832669,-20.086254590935965,SG
361.0665319453427,-36.85575108678216,SF
-190.6041386033619,-13.363348496184939,PF
1653.2190997448788,-439.8819289187789,PG
433.2011012682714,365.14911609205683,C
1092.6351477461076,-96.37007450739533,SG
-558.1360169348843,-24.924655032727852,SG
430.52861869466017,137.6745562974242,SF
-405.88058859925616,-6.694841167641766,SF
-547.9225708679888,-31.684467596441003,SG
80.39510804066958,126.59568496013746,C
399.00787704515415,-97.29651001256588,SG
819.7174723320749,-181.32857896617912,PF
-347.284301434498,26.087890840271072,PF
-491.30432545613155,-16.985260619872403,PF
720.0467741384317,-223.24377629774085,PG
-544.9482346203323,-30.600636138241143,SG
749.5298077693545,-202.97412557679206,PG
-585.0046701613137,-27.954594382237442,PF
-66.3694919343643,159.65019227367947,C
-455.86569925230276,-11.612675449795754,PF
-318.24027886279674,-80.10712172166507,SG
-504.92672926214095,-18.120960990140183,SG
937.02252100308,-51.46833128282371,C
-405.1084801516582,47.44806435957115,PF
879.0049475461586,347.1471956210033,C
-423.5117602033106,-12.653434960828568,PG
-471.0056750587195,9.068261151765114,SF
-240.37441373631992,86.06527012040446,C
-570.153550762938,-21.705156370643863,C
1075.103479210236,-108.2148698318919,SF
-508.86560102477154,-29.324716572986503,SG
-540.5362887676018,-31.140503647502506,SG
-563.8287866917503,-24.44809190282245,SG
-244.4324405004412,76.84116011768663,C
1512.525171936581,-45.35103695333899,PF
-528.2573412483083,-21.566940556645548,SG
-535.4535462804521,-31.060585217077808,PG
-52.17793975333802,2.8788341355603997,PF
549.8517941063229,-141.94764154267014,PF
-460.7374664221667,8.210712563856475,PF
402.49176494698077,112.78780030744441,PF
-572.2493663708736,-19.95113396879504,SF
-563.6868829369521,-28.837102988696188,SG
-565.038349353763,-28.219313242662622,SF
-224.1598452330217,-83.5946801461174,PG
723.3735765827256,-122.7318744454385,PF
-273.731756007713,44.877354871643675,C
-553.0951930082447,-26.766672767329098,SG
-235.72500135295456,-51.39249485045505,SF
841.63695616601,-3.1222282266065555,C
553.8916434235981,246.79587721716388,PF
-273.6299935406457,106.96337397274054,SF
-424.7054569112684,-6.664568285499275,SG
-445.7611327487234,-32.765462519473694,SG
592.4962394150574,336.2565956692465,C
-140.40208876247533,117.9453002290024,PF
654.1181998186286,-16.11757485793961,PF
-450.43282573670825,-2.0736912495909365,PF
394.0033977148928,-167.336920522352,SG
-583.3307498040996,-27.71568083713452,PG
-143.58534532513642,53.60644530920884,PG
-359.3096923796712,2.6210301250285895,PG
-379.77514111507253,24.721553882343535,PG
-47.85919167580141,-29.39398693991445,SG
-368.96711844592124,-50.62548903668838,PG
-581.8751390239163,-24.42950935089832,SF
-197.64809886220962,6.110186192057995,SF
-494.14837492639833,-23.818353695003882,SF
-298.9992023436339,3.664669622353223,SF
803.2362642933416,-254.33012444300516,SG
-574.2337805005059,-14.15058666224696,SF
-160.8404205854784,-43.80401562071697,PG
555.9559187173471,61.92255857518758,SG
-75.28085215390581,-15.342537939367405,SG
384.83834153697865,264.24905975017913,SF
-541.801472530143,-24.183276224664755,SF
-275.2632208317947,26.788225923570543,SG
-141.12598580363414,-48.55971479847837,SG
386.8826949767589,-11.321385876917935,PG
-515.4491623884702,-25.031612302100505,SG
-39.98109993470871,13.583977601366342,SF
-498.5966399982437,-17.247080616433394,SF
-355.4045225919735,-37.51075190474498,SF
604.4091781032281,27.50661595352443,PF
-492.1076795789624,-5.0809072850546,SF
-340.93761406249394,-39.59576715284208,SG
-516.9533968806961,2.1452190052878137,SF
493.5463292630542,412.21953227305744,C
-335.93270998175404,22.19578105563648,SF
-584.9375745352576,-25.96758977314334,SF
-346.4946316165326,21.899614018710395,SF
856.7782295314213,80.89724158689026,PF
1087.99941684428,-79.57915666202231,SF
654.4396150585791,60.39251949829395,SF
-369.3813781240567,16.289210764284967,SF
-394.52752490420784,14.52719534757562,SF
-570.3533241392197,-24.501845494039703,SF
569.0785347907623,6.402312358777834,SF
309.5604551909486,30.162118717327054,C
-96.54385711279815,18.406625901762425,C
-189.3951615189415,-14.508395355682756,C
510.17070725692895,26.501318393313113,SF
-573.4685356194639,-28.175622617125768,SG
-487.80018945279164,-25.978645483258312,PF
-551.7012593569988,-26.6751268689238,PF
-534.3655860747944,-27.774678774157366,PF
-209.53688702334716,50.505351657484596,PF
215.357341999288,-93.83235674874761,SG
-249.20218275840733,-14.136838275125017,SG
-563.7198841728917,-27.451849823329397,SG
-492.61497611494485,-14.26873363201942,SF
1526.525149053282,-144.58464078265962,PF
117.34949747628309,-30.23165695261574,SG
-359.698596635903,-13.84538382436779,SF
-18.480400064722176,122.49791562431916,PF
-130.27246313041292,215.49594400494846,C
441.276444086065,-177.91355584633675,PG
312.52910981183743,-92.08523231148604,SF
-248.68038276538755,-68.38108610938079,PG
-497.109990247032,-37.32297820846949,PG
-546.5366398957472,-30.63362883287764,PG
-546.0728332106197,-32.95316431049719,PG
800.2244723132045,-144.66491731052224,SF
-488.25067697550907,-0.48519269812386767,PF
-504.3704631296417,-24.808655067588727,SG
-152.8562198981581,-42.888215048668215,PG
-158.6898154457782,60.57253521190435,SF
622.9695898383769,71.15348264692172,C
26.741282995884035,-30.448749967714736,PF
1051.8481221074821,-48.165184407896405,PF
-31.084860756113358,-63.55386522700931,PG
-243.61707436510233,-37.50230875355953,PG
-382.9672638261354,-52.31546309882694,PG
939.9161580095064,-191.5583806337703,SG
-35.34022873372567,-108.33266472110631,PG
-296.35250223765024,21.17207922746269,PF
-534.7362271754145,-12.715211574785965,PF
-357.11575985330614,7.623417960403401,PF
-259.99217713011365,-58.74037332037303,SG
-151.31798502685166,121.89541897939172,C
755.636567783322,70.15153670502963,PF
1377.0096447981891,-186.67935657687588,PF
-511.355476980325,-7.434259653826228,SF
-560.7818086981802,-18.030294010031376,SF
-413.7063394090795,-11.368770836858468,SG
-589.9055863936758,-27.408591338374073,PG
-450.66915080821684,-27.755279311611528,SG
-14.021330263549999,-55.809767882159036,SG
318.8082937844432,8.250907125388572,SF
1945.6850915577402,-223.39352241994692,PG
-492.8561061182352,-20.199954020911477,C
-395.6721297421595,20.337076155354012,PF
-134.55583080865796,-71.52496601398704,SG
-189.52404481404676,113.18654359949984,C
-179.85784920428642,-58.54039740396048,PG
-414.5102062665568,-32.429612023867286,PG
-563.5984748782564,-29.705979443004225,PG
-392.74813449317503,-48.932536986727214,PG
123.69782829546057,-99.4381934302274,PG
62.9078128799714,-110.4984441046104,PG
344.68651175007835,5.2704776436020815,SG
577.1653907295362,-215.71090887972616,SG
-565.6698102835062,2.4588997053264414,C
-582.6388963938304,-25.888990313725998,PF
-362.1490296611403,5.603580555850584,SF
-252.46290548865625,14.320800103286416,PF
-326.39037987725544,10.15080176286186,PF
-521.5720138460823,-22.093876344310406,PF
36.08190429112335,-135.09676359497854,PG
-291.3255489933293,-74.83135963933847,PG
-216.0259353217968,-23.97668503066528,PG
-518.8162873313155,-12.085840321125417,PF
-549.6110214773724,-4.890672350650927,C
-550.2127180745248,-6.616615310164036,C
54.5758474081166,111.17627314054364,C
-307.0617187287462,14.793435670477919,C
-233.86191525266116,70.11900764867475,C
-586.4645235251636,-25.545732301438207,SG
-285.82331910818993,106.5272793756832,C
-199.44826641497673,-14.117461308413171,SF
-437.96821387306863,-28.844013455269938,SF
-559.8228203763448,-20.036680884515167,PF
-274.9220611865205,17.034740221525965,SG
359.70510237478175,-21.51158919574882,SF
-359.540095634119,34.05429490177378,C
-582.7562995264096,-27.515441889918336,SF
-531.5844182816645,-1.247640415966579,PF
865.9905231923839,154.19823712182387,SF
1075.9936239188987,-143.50487374727163,SF
370.9474083350766,-204.51171598658692,PG
-403.747110609144,37.13828878108646,C
-479.67592514329385,11.350390855822482,C
-542.586516553007,-13.67919906729375,C
-572.4836970170692,-13.060352524822006,C
955.9369810300515,32.50118716943835,SF
-16.779044930779378,-98.87930572994429,PG
-276.9814290509224,120.23669227248813,C
-410.99163353398217,-38.50940163223887,PG
-565.1096732467422,-24.511242595204454,PG
-441.3814612516471,-40.26193611095971,PG
339.2570053260721,66.3171987248595,C
-25.62113499697,17.54338922688698,SG
-562.6150506669877,-11.171050317853425,PF
-565.3296449066802,-13.273222110777574,PF
815.0033906394434,157.56357321857922,C
-538.7641903622439,-4.060983011504831,SF
-61.39543749331813,34.786638458624765,SF
-426.34022824388535,1.137691501895116,SF
-555.9814280478305,-17.85527183752196,SG
574.100484430778,91.47996161524802,C
436.3726893184338,376.0421797816341,C
188.73050265368624,299.90786364068435,C
-280.29118043927286,-47.367841967364754,SG
109.12021107707744,-94.38507873723798,SG
-194.2856542148291,73.26962838737647,PF
-205.10249796676885,70.53237690196033,PF
1784.6465521287687,109.01108412357989,C
-190.61262584334742,33.258423456168885,PF
975.7611268812631,297.24253630839684,C
-442.7284023252497,12.204593029131175,PF
466.40787356596127,-94.53197247774067,SG
175.8052756638781,-31.832165142382536,SF
-167.55364875575685,-43.91505900205537,SF
-252.14055540023543,-14.180982547919156,SF
315.0880166310835,36.36459936567933,PF
-86.43744545539641,40.767207522441154,SG
-290.72393406779366,12.3179971138956,SG
-391.21299902834295,2.185386908468793,SG
-552.3548171017837,-1.5809055843675814,C
-454.220725620373,9.334382696121232,PF
-319.3913675416276,100.22009479728632,C
-508.5853062415687,-19.525025196293292,SG
58.17173276003143,165.74396012705876,C
-470.81693087510047,13.085126108957226,C
-350.2829732340675,54.27547377677254,SF
-548.4467383933401,-11.728831995165864,SF
-448.5221582210763,-23.67798056340538,PF
-517.2739029431484,30.395415371684763,PF
-527.3164529094411,19.298963248935117,PF
436.38321304679755,92.0423605845112,PF
55.30359894879507,19.364388967184837,PF
-214.4198732930903,46.414139510962585,PF
1340.3858237303589,-80.01107287478914,PF
1263.1597859682656,-21.004683556640114,PF
323.1328035439184,-63.2754190374509,PF
344.52750051222813,16.00687639432411,PF
-91.13835386780778,27.883900467650655,SF
-394.8453197892427,36.33411241888703,SF
-59.450106300152356,2.427207129488764,PG
-248.5084955527396,-19.603145720712387,PG
-406.4410915688665,-4.23354130741809,PG
-129.70983400234542,8.858043488751228,PF
-458.95623838734616,-36.06923744945794,PG
-515.7176119196406,-37.152920041097886,PG
1136.433651465631,-125.9979696937917,PF
137.98745670745632,241.12562006358166,C
273.64425739144144,-73.25490548657423,PG
-591.7436075539553,-24.28862011864977,PF
-0.24226412405914743,67.4242474205915,SF
101.05511425248085,250.8679213512156,PF
-364.9961825502702,35.78044104419652,C
-129.44819522022954,188.82367785138098,PF
-215.9872905946773,-38.21751310328737,SG
-252.50340034708177,-36.61210930744007,SG
-558.9833767810786,-27.869249558625164,SG
-582.8542803521909,-26.545870571084187,PG
629.1644989100165,-61.51596210621482,SG
-107.26121044406341,-48.10455797120686,SG
140.92622642084928,-39.67527545298947,SG
-410.7776343372752,-4.041549036808135,SG
-480.34510053660085,11.970108715160038,SF
289.0756017400038,-188.1612022287008,PG
-349.2120938423696,83.96521333829571,C
-448.7161009723849,37.04493873805182,PF
-416.8509099546143,-26.867246739676546,SG
-440.55400722843876,23.499642670842483,PF
-582.9684072451428,-24.14900664238189,PF
-453.08507874313466,21.384906339616713,SF
-576.2974210845804,-26.775827634708303,C
131.10924830103147,89.6356476296333,SF
-160.88676390746224,36.962781682036336,SF
-303.50347469563195,26.40900242408859,SF
716.8613540806185,594.2446907423824,C
371.9928018830477,17.229671233569753,PF
273.63347207702066,-9.780752312552643,PG
-547.2463178792651,-29.643501299763653,PG
-551.3266985193746,-29.382674344399646,PG
-513.7939045018223,-26.241796316274037,PG
353.43101863411675,122.36734224515534,SF
169.9924392607943,41.55199702772583,SF
-85.5387157998212,-63.41267844476839,SG
-364.0435754111449,43.99608800765745,C
150.5494334449205,97.32302710244029,PF
-351.87961308490014,5.383177849313519,PF
338.9748831204987,-173.77989444430153,PG
739.5411041364781,21.002849851864596,SG
-301.73330536561485,-63.72953774125208,PG
-354.5513293210814,-30.29470116222302,SG
-429.52965745892055,-24.367630526668595,SG
-520.521147809839,-32.19097323967648,SG
-580.3411594799571,-22.89424446296612,SF
-52.07381597466144,-26.68567367680019,SG
1729.6896913280416,-301.3408849058333,PG
-358.90386176803247,-29.32627372420363,SG
-403.6514435166589,-38.365302862225775,SG
-563.6273836233122,-18.486686730918148,SG
-582.6239947418353,-25.002114035805757,SG
-544.5341710831616,-20.16780228667868,SF
146.08180766957503,10.595052787208779,SF
-111.5274359485179,9.614931375799365,SF
-337.8902328959184,-25.283785610285058,SF
-420.61619578648094,-56.76803187464712,SG
-445.257220598093,-53.1616636172035,PG
278.49074193812964,-158.08800619780806,PG
72.21214770340475,-133.31857468194943,PG
-389.2208863928963,-51.03334168805668,PG
-458.97877888611094,-10.706177380246151,SG
1403.2466415348536,-281.22064056918373,PG
-421.829972959971,-29.013042617608,SF
218.04145071093774,-175.13807517023344,PG
-548.6898468820671,-19.120283133246552,SF
-550.1780438738916,-4.8374836101948375,PF
-570.1367648942571,-8.382195650388393,PF
-41.278657931421776,-98.0469290567951,PG
-341.5117329971687,54.174742326903754,PF
150.5380212036897,-11.035805575298838,PF
-258.9464056509076,66.55925728284183,PF
-575.2500688038759,-25.096684061128443,SG
119.87676963241461,14.902558078528394,SG
-543.0888006744916,-38.390894434513754,PG
671.3639253070857,-194.49073213333276,SG
128.3467571110233,-145.6224741756809,SG
-52.48230819266894,-75.13216758690969,PG
-539.2357455997285,-7.473324155678132,PF
-424.5098222075526,10.935938904770659,PF
-456.05382266062594,-5.8082088181567855,PF
-563.9555089292655,-9.519509635632176,PF
-558.0008319763347,-28.420335885599137,PF
-345.30212025760727,45.65342009472273,C
-527.5680794469737,-29.529844447020093,PG
-532.5304989025171,-29.438813788761472,PG
571.752238959126,-86.98502626309153,SF
-577.0911465005761,-16.458266449117403,SF
709.9419927259279,42.223233055901645,PF
-234.32440226513768,79.17499460392388,SF
-479.7435539605208,-0.39935811348350825,SF
-494.4500530684569,-8.05058246713094,SF
20.356503013776774,132.51118495650138,PF
859.2964137759419,-422.958636286749,PG
30.289597939545388,138.13683638493637,PF
305.6056516744312,-138.13918501344045,PG
-160.2617567614201,-45.5011221919744,PG
-538.6339336256078,-23.905259238226073,PG
-217.1272901327619,-47.85980712820073,PG
-117.07656112099431,24.506659631832434,PF
-484.6067560533198,-38.96447785661563,SG
-548.2129717468019,-24.20857981780262,SG
-112.28842922744622,85.59730721524431,PF
301.0828772494823,1.5239786360627008,SF
-382.2289059164798,72.01901462968773,C
-502.43875823796805,-16.401529806009826,C
-309.0626410361015,23.673298379678968,SF
-423.10621976380037,-9.09916019148249,SF
-481.4558997555151,6.508571513771983,SF
324.5072757019144,-85.91556448178741,SG
929.9155743226034,-387.9256521456392,PG
1262.3164916129913,-340.52815058795795,PG
291.4623093714314,-238.23669918320468,PG
-590.2493499706163,-20.855723812740116,PF
-123.92115389808839,-147.45211332258805,PG
-480.95947732743673,-58.13119647116213,PG
-238.4611594761816,-115.58475397833044,PG
1116.1168617797634,245.567914606467,C
14.466036194785715,49.77071840083647,SG
-443.5756556818266,-29.03287824235734,PG
50.41406704265239,283.92100676243666,C
102.24341967308953,147.81990138178554,C
-571.379756565847,-9.064102011993356,PF
-471.36450407859724,-10.82758804287947,SG
-555.0652370846992,-26.049317118802932,SG
-248.2794266864327,71.57838995656853,PF
-343.7144396875108,48.21810543829672,C
-500.06447789116083,-2.9034958876211547,PF
-466.4151584801442,-8.149819665023305,SF
-482.36029605732745,-11.09268972059041,SF
-579.5543853346966,-23.320760366992175,SF
279.75057240475905,64.80257441422536,C
-82.61485114288087,-51.103516492122154,SG
-545.0884669026399,-27.98138980219766,PG
-375.98547980778136,37.536737772237586,PF
-133.21772533439645,15.427470815218236,SF
1091.958832009364,-134.16989725980235,PF
-433.8745848922007,-26.82832713519776,SG
-536.4799800379712,-19.79646649391762,SG
-538.645457473069,-20.27784112881259,SG
62.89676793127546,-48.59216570111855,SF
615.8772216670651,61.89116065258675,PF
-323.58560090769726,-48.871613812050064,PG
198.71763066058838,31.006926156759413,SF
-67.86585840027044,28.565449870871852,SG
-425.83965390502465,-15.718916459647183,PF
135.72709504892828,116.24885783935922,C
83.93495320237139,-65.36320037357754,SG
-275.63036644664834,35.13700241977276,PF
-144.16758078035105,-11.693932582498269,PG
-534.486695153736,13.37499892926624,C
-585.7187543750729,-19.454721556281847,PF
703.9049805995672,225.06020113172076,C
-408.5826761326801,-36.45596614302305,SG
